"n","k","beta1","beta2","beta3","rep","LC"
100,500,1,10,1,4,0.000442789653041046
100,500,1,10,1,5,0.00181047714260012
100,500,1,10,1,6,8.31412577446792e-05
100,500,1,10,1,7,7.22727314944736
100,500,1,10,1,8,1.93183310372729e-07
100,500,1,10,1,9,0.000135790062941627
100,500,1,10,1,10,4.8496217455226e-06
100,500,1,10,1,11,5.46072913103752e-05
100,500,1,10,1,12,0.00034054344090714
100,500,1,10,1,13,0.261461716851907
100,500,1,10,1,14,2.3683074428977e-09
100,500,1,10,1,15,1.5176642752487e-06
100,500,1,10,1,16,3.07194540449116e-06
100,500,1,10,1,17,2.47827569504412e-05
100,500,1,10,1,18,0.0150826689999609
100,500,1,10,1,19,1.97009183025799e-06
100,500,1,10,1,20,5.60707023004129e-05
100,500,1,10,1,21,3.33671173721307e-05
100,500,1,10,1,22,0.000273730235632083
100,500,1,10,1,23,1
100,500,1,10,1,24,0.00157500850156035
100,500,1,10,1,25,0.0198090404434717
100,500,1,10,1,26,6.78488148171063e-05
100,500,1,10,1,27,0.101631171111159
100,500,1,10,1,28,2.85277471914708e-07
100,500,1,10,1,29,118.215913309991
100,500,1,10,1,30,4.01132495496307e-07
1000,500,1,10,1,1,7.08546194621912e-60
1000,500,1,10,1,2,9.29543886373511e-56
1000,500,1,10,1,3,2.40481224356513e-71
1000,500,1,10,1,4,4.1522062357538e-71
1000,500,1,10,1,5,1.17481061693018e-58
1000,500,1,10,1,6,6.81710027691509e-59
1000,500,1,10,1,7,1.57390262180443e-58
1000,500,1,10,1,8,7.9750549860761e-75
1000,500,1,10,1,9,3.12058098647731e-82
1000,500,1,10,1,10,2.15205906714173e-73
1000,500,1,10,1,11,6.10724328654526e-67
1000,500,1,10,1,12,2.41663645239013e-66
1000,500,1,10,1,13,3.34433257128079e-73
1000,500,1,10,1,14,2.38444085504897e-68
1000,500,1,10,1,15,1.5822129684945e-76
1000,500,1,10,1,16,2.06406981144057e-67
1000,500,1,10,1,17,2.366668873211e-72
1000,500,1,10,1,18,6.02815495410079e-78
1000,500,1,10,1,19,2.16187447137077e-70
1000,500,1,10,1,20,9.34938984021039e-74
1000,500,1,10,1,21,1.2013058709589e-65
1000,500,1,10,1,22,6.98233865330756e-69
1000,500,1,10,1,23,3.98390326346444e-59
1000,500,1,10,1,24,2.17462174490647e-73
1000,500,1,10,1,25,2.37845167373221e-67
1000,500,1,10,1,26,4.54228443757015e-58
1000,500,1,10,1,27,4.32671137351625e-69
1000,500,1,10,1,28,4.34042473339271e-75
1000,500,1,10,1,29,4.92302665784604e-67
1000,500,1,10,1,30,1.8205704442581e-74
10000,500,1,10,1,1,0
10000,500,1,10,1,2,0
10000,500,1,10,1,3,0
10000,500,1,10,1,4,0
10000,500,1,10,1,5,0
10000,500,1,10,1,6,0
10000,500,1,10,1,7,0
10000,500,1,10,1,8,0
10000,500,1,10,1,9,0
10000,500,1,10,1,10,0
10000,500,1,10,1,11,0
10000,500,1,10,1,12,0
10000,500,1,10,1,13,0
10000,500,1,10,1,14,0
10000,500,1,10,1,15,0
10000,500,1,10,1,16,0
10000,500,1,10,1,17,0
10000,500,1,10,1,18,0
10000,500,1,10,1,19,0
10000,500,1,10,1,20,0
10000,500,1,10,1,21,0
10000,500,1,10,1,22,0
10000,500,1,10,1,23,0
10000,500,1,10,1,24,0
10000,500,1,10,1,25,0
10000,500,1,10,1,26,0
10000,500,1,10,1,27,0
10000,500,1,10,1,28,0
10000,500,1,10,1,29,0
10000,500,1,10,1,30,0
100,2000,1,10,1,1,0.00145532016184566
100,2000,1,10,1,2,0.0013281735191352
100,2000,1,10,1,3,3.32263646293678e-08
100,2000,1,10,1,4,2.60199278775274e-05
100,2000,1,10,1,5,0.000454217351257413
100,2000,1,10,1,6,1.95322201368321e-05
100,2000,1,10,1,7,9.41289337494808e-05
100,2000,1,10,1,8,8.77968642796665e-07
100,2000,1,10,1,9,0.00251627629028495
100,2000,1,10,1,10,2.21613933718685e-05
100,2000,1,10,1,11,1.21605005549277e-06
100,2000,1,10,1,12,2.4244424514989e-05
100,2000,1,10,1,13,0.140765022863364
100,2000,1,10,1,14,0.0012564256078243
100,2000,1,10,1,15,7.42394264817116e-06
100,2000,1,10,1,16,0.0574088745340431
100,2000,1,10,1,17,6.63132741788575e-06
100,2000,1,10,1,18,1.93259655092038e-07
100,2000,1,10,1,19,1.2560975709987e-05
100,2000,1,10,1,20,10437180416848130
100,2000,1,10,1,21,1
100,2000,1,10,1,22,1.13074473369767e-06
100,2000,1,10,1,23,0.000751922905659207
100,2000,1,10,1,24,3.39093335382255e-05
100,2000,1,10,1,25,0.00499169744389773
100,2000,1,10,1,26,6.81364566893482e-06
100,2000,1,10,1,27,0.0038188029284926
100,2000,1,10,1,28,0.0031161027384631
100,2000,1,10,1,29,1
100,2000,1,10,1,30,5.01237467610515e-06
1000,2000,1,10,1,1,1.1398816381499e-61
1000,2000,1,10,1,2,9.47606656733498e-62
1000,2000,1,10,1,3,1.46351275265838e-61
1000,2000,1,10,1,4,1.11362432422025e-65
1000,2000,1,10,1,5,1.97489396816288e-70
1000,2000,1,10,1,6,1.59918626008295e-73
1000,2000,1,10,1,7,6.26183785626466e-74
1000,2000,1,10,1,8,3.93558884832977e-74
1000,2000,1,10,1,9,4.08637616838987e-67
1000,2000,1,10,1,10,2.56235681199668e-69
1000,2000,1,10,1,11,1.61754780702476e-67
1000,2000,1,10,1,12,8.41111272887349e-64
1000,2000,1,10,1,13,7.96752015625007e-59
1000,2000,1,10,1,14,7.24248335886313e-72
1000,2000,1,10,1,15,7.51501312819972e-69
1000,2000,1,10,1,16,1.85060260262615e-54
1000,2000,1,10,1,17,4.81681655051033e-64
1000,2000,1,10,1,18,1.22878699304999e-64
1000,2000,1,10,1,19,1.05993621553045e-67
1000,2000,1,10,1,20,5.74390414884615e-67
1000,2000,1,10,1,21,3.58963666670651e-71
1000,2000,1,10,1,22,6.9359216686317e-61
1000,2000,1,10,1,23,7.46714384906198e-68
1000,2000,1,10,1,24,1.20663807259711e-72
1000,2000,1,10,1,25,5.41939019358556e-64
1000,2000,1,10,1,26,8.85813385968851e-70
1000,2000,1,10,1,27,5.00997294469808e-68
1000,2000,1,10,1,28,9.58160404057376e-71
1000,2000,1,10,1,29,3.57584992952738e-62
1000,2000,1,10,1,30,5.80072802857404e-72
10000,2000,1,10,1,1,0
10000,2000,1,10,1,2,0
10000,2000,1,10,1,3,0
10000,2000,1,10,1,4,0
10000,2000,1,10,1,5,0
10000,2000,1,10,1,6,0
10000,2000,1,10,1,7,0
10000,2000,1,10,1,8,0
10000,2000,1,10,1,9,0
10000,2000,1,10,1,10,0
10000,2000,1,10,1,11,0
10000,2000,1,10,1,12,0
10000,2000,1,10,1,13,0
10000,2000,1,10,1,14,0
10000,2000,1,10,1,15,0
10000,2000,1,10,1,16,0
10000,2000,1,10,1,17,0
10000,2000,1,10,1,18,0
10000,2000,1,10,1,19,0
10000,2000,1,10,1,20,0
10000,2000,1,10,1,21,0
10000,2000,1,10,1,22,0
10000,2000,1,10,1,23,0
10000,2000,1,10,1,24,0
10000,2000,1,10,1,25,0
10000,2000,1,10,1,26,0
10000,2000,1,10,1,27,0
10000,2000,1,10,1,28,0
10000,2000,1,10,1,29,0
10000,2000,1,10,1,30,0
100,5000,1,10,1,1,0.000813988930144625
100,5000,1,10,1,2,0.072050602519781
100,5000,1,10,1,3,0.000291802446294731
100,5000,1,10,1,4,1.52568105809757e-05
100,5000,1,10,1,5,2.27718075874246e-05
100,5000,1,10,1,6,0.00511129113481774
100,5000,1,10,1,7,0.00142596504962005
100,5000,1,10,1,8,0.000419418234730774
100,5000,1,10,1,9,3.53099622390577e-05
100,5000,1,10,1,10,0.0154740732180746
100,5000,1,10,1,11,1
100,5000,1,10,1,12,0.00513885032004329
100,5000,1,10,1,13,1.32654684120516e-05
100,5000,1,10,1,14,9.42218565815556e-06
100,5000,1,10,1,15,1.2292404749433e-05
100,5000,1,10,1,16,467196690365759
100,5000,1,10,1,17,0.00565120504252654
100,5000,1,10,1,18,4.61089632260937e-08
100,5000,1,10,1,19,1
100,5000,1,10,1,20,1.31127886669294e-08
100,5000,1,10,1,21,1
100,5000,1,10,1,22,0.182930541168466
100,5000,1,10,1,23,2.81898765586504
100,5000,1,10,1,24,1
100,5000,1,10,1,25,1.0623456417022e-05
100,5000,1,10,1,26,1
100,5000,1,10,1,27,1
100,5000,1,10,1,28,3.36826665992473e-05
100,5000,1,10,1,29,0.0190941410684248
100,5000,1,10,1,30,3.40165320468237e-06
1000,5000,1,10,1,1,3.7629901256346e-63
1000,5000,1,10,1,2,1.24256220036167e-71
1000,5000,1,10,1,3,1.48411318981745e-78
1000,5000,1,10,1,4,1.79361730986472e-55
1000,5000,1,10,1,5,1.27478472641467e-73
1000,5000,1,10,1,6,5.05928266287374e-83
1000,5000,1,10,1,7,1.38433008987315e-63
1000,5000,1,10,1,8,1.04484594487993e-67
1000,5000,1,10,1,9,6.95490731207986e-68
1000,5000,1,10,1,10,2.65118192367849e-68
1000,5000,1,10,1,11,3.10737522300514e-67
1000,5000,1,10,1,12,3.09194658120936e-71
1000,5000,1,10,1,13,4.0101641401578e-69
1000,5000,1,10,1,14,5.3177882426785e-68
1000,5000,1,10,1,15,7.0207067680768e-73
1000,5000,1,10,1,16,1.12157835513528e-58
1000,5000,1,10,1,17,9.22716423935506e-70
1000,5000,1,10,1,18,6.1457698930612e-66
1000,5000,1,10,1,19,6.03856876838101e-71
1000,5000,1,10,1,20,6.16793836521645e-71
1000,5000,1,10,1,21,6.45205998665657e-72
1000,5000,1,10,1,22,6.73708562960694e-66
1000,5000,1,10,1,23,8.33494517489248e-66
1000,5000,1,10,1,24,2.47367432991016e-78
1000,5000,1,10,1,25,8.00183487330617e-65
1000,5000,1,10,1,26,6.12843548172698e-57
1000,5000,1,10,1,27,5.3699130940032e-71
1000,5000,1,10,1,28,1.43157965498439e-70
1000,5000,1,10,1,29,8.81178723195251e-56
1000,5000,1,10,1,30,2.6597579102e-66
10000,5000,1,10,1,1,0
10000,5000,1,10,1,2,0
10000,5000,1,10,1,3,0
10000,5000,1,10,1,4,0
10000,5000,1,10,1,5,0
10000,5000,1,10,1,6,0
10000,5000,1,10,1,7,0
10000,5000,1,10,1,8,0
10000,5000,1,10,1,9,0
10000,5000,1,10,1,10,0
10000,5000,1,10,1,11,0
10000,5000,1,10,1,12,0
10000,5000,1,10,1,13,0
10000,5000,1,10,1,14,0
10000,5000,1,10,1,15,0
10000,5000,1,10,1,16,0
10000,5000,1,10,1,17,0
10000,5000,1,10,1,18,0
10000,5000,1,10,1,19,0
10000,5000,1,10,1,20,0
10000,5000,1,10,1,21,0
10000,5000,1,10,1,22,0
10000,5000,1,10,1,23,0
10000,5000,1,10,1,24,0
10000,5000,1,10,1,25,0
10000,5000,1,10,1,26,0
10000,5000,1,10,1,27,0
10000,5000,1,10,1,28,0
10000,5000,1,10,1,29,0
10000,5000,1,10,1,30,0
100,10,10,10,1,1,1.0438190357563e-05
100,10,10,10,1,2,4.14329503102087e-05
100,10,10,10,1,3,1.9007672974412e-06
100,10,10,10,1,4,0.00072976219104135
100,10,10,10,1,5,3.15983822703932e-05
100,10,10,10,1,6,2.17805566311e-06
100,10,10,10,1,7,2.2899208204557e-05
100,10,10,10,1,8,1.53463775558687e-05
100,10,10,10,1,9,5.99253381737618e-07
100,10,10,10,1,10,8.45680336239259e-05
100,10,10,10,1,11,0.000256795652797051
100,10,10,10,1,12,5.40508117207714e-05
100,10,10,10,1,13,1.4318404752473e-05
100,10,10,10,1,14,2.07699202830366e-06
100,10,10,10,1,15,4.85980618971787e-08
100,10,10,10,1,16,3.08495924102917e-07
100,10,10,10,1,17,0.00763671175294785
100,10,10,10,1,18,2.37732255826089e-08
100,10,10,10,1,19,1.16477615779187e-07
100,10,10,10,1,20,5.48868890069418e-06
100,10,10,10,1,21,0.000130094480529806
100,10,10,10,1,22,7.57988767029915e-07
100,10,10,10,1,23,7.37041264736307e-05
100,10,10,10,1,24,3.00094514261837e-06
100,10,10,10,1,25,4.18804077762505e-06
100,10,10,10,1,26,5.87777090835686e-06
100,10,10,10,1,27,5.78422334300622e-07
100,10,10,10,1,28,1.2429582772554e-12
100,10,10,10,1,29,5.7243934207461e-05
100,10,10,10,1,30,2.68538081592525e-06
1000,10,10,10,1,1,2.93582226040571e-64
1000,10,10,10,1,2,5.12161959683724e-63
1000,10,10,10,1,3,1.37944889719199e-65
1000,10,10,10,1,4,5.61343151677521e-63
1000,10,10,10,1,5,1.6073962677146e-76
1000,10,10,10,1,6,2.22120404112793e-69
1000,10,10,10,1,7,9.13997196297065e-71
1000,10,10,10,1,8,2.34965988735197e-69
1000,10,10,10,1,9,8.66135828858244e-77
1000,10,10,10,1,10,1.36569278542959e-67
1000,10,10,10,1,11,3.83625787375182e-66
1000,10,10,10,1,12,7.23190316168775e-68
1000,10,10,10,1,13,2.95019890411634e-65
1000,10,10,10,1,14,2.77314005379222e-75
1000,10,10,10,1,15,7.2151578608881e-62
1000,10,10,10,1,16,1.04854331814477e-65
1000,10,10,10,1,17,1.02759884021786e-73
1000,10,10,10,1,18,8.84040317962254e-84
1000,10,10,10,1,19,8.20216682029772e-69
1000,10,10,10,1,20,1.71076771688377e-71
1000,10,10,10,1,21,2.176533704358e-69
1000,10,10,10,1,22,2.89307237146156e-66
1000,10,10,10,1,23,5.21391288058734e-76
1000,10,10,10,1,24,1.79498500667931e-66
1000,10,10,10,1,25,7.18596162187784e-70
1000,10,10,10,1,26,1.92149375972298e-61
1000,10,10,10,1,27,2.47689637459583e-65
1000,10,10,10,1,28,2.68895757780581e-73
1000,10,10,10,1,29,6.09597646341565e-64
1000,10,10,10,1,30,2.74969977354888e-71
10000,10,10,10,1,1,0
10000,10,10,10,1,2,0
10000,10,10,10,1,3,0
10000,10,10,10,1,4,0
10000,10,10,10,1,5,0
10000,10,10,10,1,6,0
10000,10,10,10,1,7,0
10000,10,10,10,1,8,0
10000,10,10,10,1,9,0
10000,10,10,10,1,10,0
10000,10,10,10,1,11,0
10000,10,10,10,1,12,0
10000,10,10,10,1,13,0
10000,10,10,10,1,14,0
10000,10,10,10,1,15,0
10000,10,10,10,1,16,0
10000,10,10,10,1,17,0
10000,10,10,10,1,18,0
10000,10,10,10,1,19,0
10000,10,10,10,1,20,0
10000,10,10,10,1,21,0
10000,10,10,10,1,22,0
10000,10,10,10,1,23,0
10000,10,10,10,1,24,0
10000,10,10,10,1,25,0
10000,10,10,10,1,26,0
10000,10,10,10,1,27,0
10000,10,10,10,1,28,0
10000,10,10,10,1,29,0
10000,10,10,10,1,30,0
100,50,10,10,1,1,5.81694423400595e-08
100,50,10,10,1,2,0.000252571203501975
100,50,10,10,1,3,2.34463718305871e-05
100,50,10,10,1,4,0.0131510359938413
100,50,10,10,1,5,7.76907809983871e+89
100,50,10,10,1,6,2.10890695136071e-10
100,50,10,10,1,7,3.87554427966182e-05
100,50,10,10,1,8,6.44669843655304e-06
100,50,10,10,1,9,0.259729094797983
100,50,10,10,1,10,1.65249851445612e-05
100,50,10,10,1,11,3.96496378604449e-06
100,50,10,10,1,12,4.0598255868319e-09
100,50,10,10,1,13,6.27213880650163e-11
100,50,10,10,1,14,2.88166002934933e-05
100,50,10,10,1,15,8.73555107640408e-06
100,50,10,10,1,16,0.00014343920377203
100,50,10,10,1,17,2.37145785285318e-05
100,50,10,10,1,18,1.10048599441881e-06
100,50,10,10,1,19,8.76383907923507e-07
100,50,10,10,1,20,1
100,50,10,10,1,21,0.000117735018810585
100,50,10,10,1,22,4.12521183306432e-08
100,50,10,10,1,23,5.54569383777229e-06
100,50,10,10,1,24,2.24037388787292e-06
100,50,10,10,1,25,0.000206965614212415
100,50,10,10,1,26,9.09639756126114e-06
100,50,10,10,1,27,0.170036800922286
100,50,10,10,1,28,8.13801995874616e-07
100,50,10,10,1,29,0.00706046197994126
100,50,10,10,1,30,6.84730486769748e-06
1000,50,10,10,1,1,3.34931344459877e-56
1000,50,10,10,1,2,5.20652613136721e-54
1000,50,10,10,1,3,1.7575500460344e-70
1000,50,10,10,1,4,1.36692499606616e-63
1000,50,10,10,1,5,1.05472809099841e-63
1000,50,10,10,1,6,1.53943938863015e-73
1000,50,10,10,1,7,4.85047598337724e-67
1000,50,10,10,1,8,1.55907623428888e-81
1000,50,10,10,1,9,1.34497046465692e-75
1000,50,10,10,1,10,8.4387171692977e-72
1000,50,10,10,1,11,3.0766117660904e-80
1000,50,10,10,1,12,6.00240913702716e-65
1000,50,10,10,1,13,6.18396571849365e-56
1000,50,10,10,1,14,1.03846646417343e-76
1000,50,10,10,1,15,1.532601825368e-73
1000,50,10,10,1,16,2.52561860883154e-65
1000,50,10,10,1,17,2.40496414364965e-70
1000,50,10,10,1,18,4.0251251312726e-68
1000,50,10,10,1,19,1.14655631074869e-75
1000,50,10,10,1,20,1.17122989969144e-68
1000,50,10,10,1,21,1.43411577999641e-67
1000,50,10,10,1,22,5.12741213314862e-72
1000,50,10,10,1,23,3.63838106458825e-60
1000,50,10,10,1,24,5.15892671241428e-65
1000,50,10,10,1,25,6.74217133565191e-63
1000,50,10,10,1,26,1.87315207763131e-73
1000,50,10,10,1,27,3.53513521674193e-60
1000,50,10,10,1,28,3.99230884364336e-71
1000,50,10,10,1,29,1.02203019284725e-59
1000,50,10,10,1,30,5.92423114759016e-68
10000,50,10,10,1,1,0
10000,50,10,10,1,2,0
10000,50,10,10,1,3,0
10000,50,10,10,1,4,0
10000,50,10,10,1,5,0
10000,50,10,10,1,6,0
10000,50,10,10,1,7,0
10000,50,10,10,1,8,0
10000,50,10,10,1,9,0
10000,50,10,10,1,10,0
10000,50,10,10,1,11,0
10000,50,10,10,1,12,0
10000,50,10,10,1,13,0
10000,50,10,10,1,14,0
10000,50,10,10,1,15,0
10000,50,10,10,1,16,0
10000,50,10,10,1,17,0
10000,50,10,10,1,18,0
10000,50,10,10,1,19,0
10000,50,10,10,1,20,0
10000,50,10,10,1,21,0
10000,50,10,10,1,22,0
10000,50,10,10,1,23,0
10000,50,10,10,1,24,0
10000,50,10,10,1,25,0
10000,50,10,10,1,26,0
10000,50,10,10,1,27,0
10000,50,10,10,1,28,0
10000,50,10,10,1,29,0
10000,50,10,10,1,30,0
100,100,10,10,1,1,6.19718221832513e-07
100,100,10,10,1,2,0.000119452952522417
100,100,10,10,1,3,0.000264635442646285
100,100,10,10,1,4,8.40985017320176e-05
100,100,10,10,1,5,5.7474916691832e-07
100,100,10,10,1,6,0.0295302954968782
100,100,10,10,1,7,0.00221201726150512
100,100,10,10,1,8,4.36592204563747e-05
100,100,10,10,1,9,0.0984208835313303
100,100,10,10,1,10,0.00270808844651681
100,100,10,10,1,11,5.89518487899125e-05
100,100,10,10,1,12,0.00178973907561044
100,100,10,10,1,13,1.74589772641903e-05
100,100,10,10,1,14,1.52156221314569e-05
100,100,10,10,1,15,3.22437104902482e-06
100,100,10,10,1,16,0.000145176926143759
100,100,10,10,1,17,0.000142193427105702
100,100,10,10,1,18,1.07275363999967e-06
100,100,10,10,1,19,1.31302525240348e-08
100,100,10,10,1,20,0.000286215057686524
100,100,10,10,1,21,5.06092164890187e-07
100,100,10,10,1,22,0.00304143916938956
100,100,10,10,1,23,2.92661986828555e-06
100,100,10,10,1,24,1
100,100,10,10,1,25,5.23378645038183e-06
100,100,10,10,1,26,1.53626786547266e-06
100,100,10,10,1,27,0.0651033769587218
100,100,10,10,1,28,3.48976112234592e-10
100,100,10,10,1,29,1
100,100,10,10,1,30,1.11078125223733e-07
1000,100,10,10,1,1,1.6675579525563e-61
1000,100,10,10,1,2,9.22073656584333e-67
1000,100,10,10,1,3,4.91048856255592e-77
1000,100,10,10,1,4,1.14958651862771e-70
1000,100,10,10,1,5,3.11403372380983e-65
1000,100,10,10,1,6,2.44607444006535e-67
1000,100,10,10,1,7,6.24997309981803e-63
1000,100,10,10,1,8,5.52554851190864e-72
1000,100,10,10,1,9,1.85355458660268e-70
1000,100,10,10,1,10,2.52783760390639e-69
1000,100,10,10,1,11,2.07627431420672e-64
1000,100,10,10,1,12,1.43673836402788e-65
1000,100,10,10,1,13,8.18269701894271e-62
1000,100,10,10,1,14,1.65242949644717e-65
1000,100,10,10,1,15,2.7177405308077e-68
1000,100,10,10,1,16,5.7925933645939e-61
1000,100,10,10,1,17,1.03714887117581e-78
1000,100,10,10,1,18,1.1644666074378e-68
1000,100,10,10,1,19,8.41033260657149e-81
1000,100,10,10,1,20,3.66366030847962e-73
1000,100,10,10,1,21,2.70455860572213e-57
1000,100,10,10,1,22,1.83222236187564e-75
1000,100,10,10,1,23,2.91448546185115e-60
1000,100,10,10,1,24,2.69031064133314e-78
1000,100,10,10,1,25,1.00706045027837e-68
1000,100,10,10,1,26,1.62885953190463e-70
1000,100,10,10,1,27,6.14703506801515e-64
1000,100,10,10,1,28,6.14333159072062e-69
1000,100,10,10,1,29,1.45736866459756e-68
1000,100,10,10,1,30,7.58539637160475e-73
10000,100,10,10,1,1,0
10000,100,10,10,1,2,0
10000,100,10,10,1,3,0
10000,100,10,10,1,4,0
10000,100,10,10,1,5,0
10000,100,10,10,1,6,0
10000,100,10,10,1,7,0
10000,100,10,10,1,8,0
10000,100,10,10,1,9,0
10000,100,10,10,1,10,0
10000,100,10,10,1,11,0
10000,100,10,10,1,12,0
10000,100,10,10,1,13,0
10000,100,10,10,1,14,0
10000,100,10,10,1,15,0
10000,100,10,10,1,16,0
10000,100,10,10,1,17,0
10000,100,10,10,1,18,0
10000,100,10,10,1,19,0
10000,100,10,10,1,20,0
10000,100,10,10,1,21,0
10000,100,10,10,1,22,0
10000,100,10,10,1,23,0
10000,100,10,10,1,24,0
10000,100,10,10,1,25,0
10000,100,10,10,1,26,0
10000,100,10,10,1,27,0
10000,100,10,10,1,28,0
10000,100,10,10,1,29,0
10000,100,10,10,1,30,0
100,500,10,10,1,1,0.634115971818024
100,500,10,10,1,2,0.00117807747628171
100,500,10,10,1,3,0.000253204337959639
100,500,10,10,1,4,0.000442789653041034
100,500,10,10,1,5,0.00181047714260007
100,500,10,10,1,6,8.31412577446792e-05
100,500,10,10,1,7,7.22727314944736
100,500,10,10,1,8,1.93183310372723e-07
100,500,10,10,1,9,0.000135790062941627
100,500,10,10,1,10,4.8496217455226e-06
100,500,10,10,1,11,5.46072913103752e-05
100,500,10,10,1,12,0.00034054344090714
100,500,10,10,1,13,0.261461716851907
100,500,10,10,1,14,2.3683074428977e-09
100,500,10,10,1,15,1.51766427524874e-06
100,500,10,10,1,16,3.07194540449124e-06
100,500,10,10,1,17,2.47827569504412e-05
100,500,10,10,1,18,0.0150826689999609
100,500,10,10,1,19,1.97009183025799e-06
100,500,10,10,1,20,5.60707023004129e-05
100,500,10,10,1,21,3.33671173721307e-05
100,500,10,10,1,22,0.000273730235632083
100,500,10,10,1,23,1
100,500,10,10,1,24,0.00157500850156035
100,500,10,10,1,25,0.0198090404434717
100,500,10,10,1,26,6.78488148171083e-05
100,500,10,10,1,27,0.101631171111159
100,500,10,10,1,28,2.85277471914692e-07
100,500,10,10,1,29,118.215913309991
100,500,10,10,1,30,4.01132495496307e-07
1000,500,10,10,1,1,7.08546194621912e-60
1000,500,10,10,1,2,9.29543886373511e-56
1000,500,10,10,1,3,2.40481224356513e-71
1000,500,10,10,1,4,4.1522062357538e-71
1000,500,10,10,1,5,1.17481061693018e-58
1000,500,10,10,1,6,6.81710027691509e-59
1000,500,10,10,1,7,1.57390262180443e-58
1000,500,10,10,1,8,7.9750549860761e-75
1000,500,10,10,1,9,3.12058098647731e-82
1000,500,10,10,1,10,2.15205906714173e-73
1000,500,10,10,1,11,6.10724328654526e-67
1000,500,10,10,1,12,2.41663645239013e-66
1000,500,10,10,1,13,3.34433257128079e-73
1000,500,10,10,1,14,2.38444085504897e-68
1000,500,10,10,1,15,1.5822129684945e-76
1000,500,10,10,1,16,2.06406981144057e-67
1000,500,10,10,1,17,2.366668873211e-72
1000,500,10,10,1,18,6.02815495410079e-78
1000,500,10,10,1,19,2.16187447137077e-70
1000,500,10,10,1,20,9.34938984021039e-74
1000,500,10,10,1,21,1.2013058709589e-65
1000,500,10,10,1,22,6.98233865330756e-69
1000,500,10,10,1,23,3.98390326346444e-59
1000,500,10,10,1,24,2.17462174490647e-73
1000,500,10,10,1,25,2.37845167373221e-67
1000,500,10,10,1,26,4.54228443757015e-58
1000,500,10,10,1,27,4.32671137351625e-69
1000,500,10,10,1,28,4.34042473339271e-75
1000,500,10,10,1,29,4.92302665784604e-67
1000,500,10,10,1,30,1.8205704442581e-74
10000,500,10,10,1,1,0
10000,500,10,10,1,2,0
10000,500,10,10,1,3,0
10000,500,10,10,1,4,0
10000,500,10,10,1,5,0
10000,500,10,10,1,6,0
10000,500,10,10,1,7,0
10000,500,10,10,1,8,0
10000,500,10,10,1,9,0
10000,500,10,10,1,10,0
10000,500,10,10,1,11,0
10000,500,10,10,1,12,0
10000,500,10,10,1,13,0
10000,500,10,10,1,14,0
10000,500,10,10,1,15,0
10000,500,10,10,1,16,0
10000,500,10,10,1,17,0
10000,500,10,10,1,18,0
10000,500,10,10,1,19,0
10000,500,10,10,1,20,0
10000,500,10,10,1,21,0
10000,500,10,10,1,22,0
10000,500,10,10,1,23,0
10000,500,10,10,1,24,0
10000,500,10,10,1,25,0
10000,500,10,10,1,26,0
10000,500,10,10,1,27,0
10000,500,10,10,1,28,0
10000,500,10,10,1,29,0
10000,500,10,10,1,30,0
100,2000,10,10,1,1,0.00145532016184566
100,2000,10,10,1,2,0.0013281735191352
100,2000,10,10,1,3,3.32263646293668e-08
100,2000,10,10,1,4,2.60199278775274e-05
100,2000,10,10,1,5,0.000454217351257413
100,2000,10,10,1,6,1.95322201368321e-05
100,2000,10,10,1,7,9.41289337494808e-05
100,2000,10,10,1,8,8.77968642796665e-07
100,2000,10,10,1,9,0.00251627629028495
100,2000,10,10,1,10,2.21613933718685e-05
100,2000,10,10,1,11,1.21605005549277e-06
100,2000,10,10,1,12,2.4244424514989e-05
100,2000,10,10,1,13,0.140765022863364
100,2000,10,10,1,14,0.00125642560782426
100,2000,10,10,1,15,7.42394264817116e-06
100,2000,10,10,1,16,0.0574088745340448
100,2000,10,10,1,17,6.63132741788575e-06
100,2000,10,10,1,18,1.93259655092033e-07
100,2000,10,10,1,19,1.25609757099874e-05
100,2000,10,10,1,20,10437180416853470
100,2000,10,10,1,21,1
100,2000,10,10,1,22,1.13074473369767e-06
100,2000,10,10,1,23,0.000751922905659185
100,2000,10,10,1,24,3.39093335382255e-05
100,2000,10,10,1,25,0.00499169744389773
100,2000,10,10,1,26,6.81364566893462e-06
100,2000,10,10,1,27,0.00381880292849271
100,2000,10,10,1,28,0.0031161027384631
100,2000,10,10,1,29,1
100,2000,10,10,1,30,5.01237467610515e-06
1000,2000,10,10,1,1,1.1398816381499e-61
1000,2000,10,10,1,2,9.47606656733498e-62
1000,2000,10,10,1,3,1.46351275265838e-61
1000,2000,10,10,1,4,1.11362432422025e-65
1000,2000,10,10,1,5,1.97489396816288e-70
1000,2000,10,10,1,6,1.59918626008295e-73
1000,2000,10,10,1,7,6.26183785626466e-74
1000,2000,10,10,1,8,3.93558884832977e-74
1000,2000,10,10,1,9,4.08637616839079e-67
1000,2000,10,10,1,10,2.56235681199668e-69
1000,2000,10,10,1,11,1.61754780702476e-67
1000,2000,10,10,1,12,8.41111272887349e-64
1000,2000,10,10,1,13,7.96752015625007e-59
1000,2000,10,10,1,14,7.24248335886313e-72
1000,2000,10,10,1,15,7.51501312819972e-69
1000,2000,10,10,1,16,1.85060260262615e-54
1000,2000,10,10,1,17,4.81681655051033e-64
1000,2000,10,10,1,18,1.22878699304999e-64
